t, viconX, viconY, viconZ, viconXd, viconYd, viconZd, viconRo, viconPi, viconYa, px4X, px4Y, px4Z, px4Xd, px4Yd, px4Zd, flowX, flowY, flowZ, flowPsr, uwbD, uwbAntId, uwbRspdrId, uwbRqstrId
1501485746.430457830,-1.770339966,-0.846684098,0.997834563,0.127472565,-0.542534769,-0.049242094,-0.021917526,-0.034290571,1.454405665,-0.763661444,1.736589670,0.889999986,-0.304889679,-0.032110579,-0.020090278,0.144092557,0.527349703,0.000000000,70.779182434,1.838000059,0.000000000,1.000000000,2.000000000
1501485746.431014299,-1.770339966,-0.846684098,0.997834563,0.127472565,-0.542534769,-0.049242094,-0.021917526,-0.034290571,1.454405665,-0.763661444,1.736589670,0.889999986,-0.304889679,-0.032110579,-0.020090278,0.144092557,0.527349703,0.000000000,70.779182434,2.558300018,0.000000000,0.000000000,3.000000000
1501485746.455311060,-1.766963840,-0.864632130,0.999687612,0.117634304,-0.503948510,-0.026240621,-0.022639750,-0.035621453,1.453954339,-0.763661444,1.736589670,0.889999986,-0.304889679,-0.032110579,-0.020090278,0.141063307,0.514401311,0.000000000,66.530464172,2.230600119,1.000000000,0.000000000,2.000000000
1501485746.455348730,-1.766963840,-0.864632130,0.999687612,0.117634304,-0.503948510,-0.026240621,-0.022639750,-0.035621453,1.453954339,-0.763661444,1.736589670,0.889999986,-0.304889679,-0.032110579,-0.020090278,0.141063307,0.514401311,0.000000000,66.530464172,2.144999981,1.000000000,1.000000000,3.000000000
1501485746.480700254,-1.763853788,-0.881823123,1.002531171,0.110370383,-0.479693949,-0.009110137,-0.021551592,-0.036889859,1.453248262,-0.790267467,1.736872792,0.899999976,-0.299018800,-0.019425930,-0.016660573,0.132609019,0.491190569,0.000000000,67.933731079,1.410599947,1.000000000,1.000000000,2.000000000
1501485746.480729818,-1.763853788,-0.881823123,1.002531171,0.110370383,-0.479693949,-0.009110137,-0.021551592,-0.036889859,1.453248262,-0.790267467,1.736872792,0.899999976,-0.299018800,-0.019425930,-0.016660573,0.132609019,0.491190569,0.000000000,67.933731079,3.020999908,1.000000000,0.000000000,3.000000000
1501485746.521739721,-1.761547685,-0.898027301,1.006120205,0.096680440,-0.435422301,0.016151713,-0.021126669,-0.037425719,1.452594519,-0.790267467,1.736872792,0.899999976,-0.299018800,-0.019425930,-0.016660573,0.124950552,0.475649457,0.000000000,70.676612854,2.775000095,0.000000000,0.000000000,2.000000000
1501485746.521771431,-1.761547685,-0.898027301,1.006120205,0.096680440,-0.435422301,0.016151713,-0.021126669,-0.037425719,1.452594519,-0.790267467,1.736872792,0.899999976,-0.299018800,-0.019425930,-0.016660573,0.124950552,0.475649457,0.000000000,70.676612854,1.741299987,0.000000000,1.000000000,3.000000000
1501485746.546440125,-1.760398865,-0.904310644,1.007726669,0.092078611,-0.421158284,0.024491495,-0.020372139,-0.037477884,1.451976538,-0.798588037,1.734447122,0.899999976,-0.277235687,-0.012977251,-0.012208086,0.124950552,0.475649457,0.000000000,70.676612854,1.797000051,0.000000000,1.000000000,2.000000000
1501485746.546473980,-1.760398865,-0.904310644,1.007726669,0.092078611,-0.421158284,0.024491495,-0.020372139,-0.037477884,1.451976538,-0.798588037,1.734447122,0.899999976,-0.277235687,-0.012977251,-0.012208086,0.124950552,0.475649457,0.000000000,70.676612854,2.561300039,0.000000000,0.000000000,3.000000000
