t, viconX, viconY, viconZ, viconRo, viconPi, viconYa, uwbD, uwbAnt, uwbRspdX, uwbRspdY, uwbRspdZ, imuQx, imuQy, imuQz, imuQw
1499672012.495918989,-1.015561581,-1.873793960,0.222760826,-0.005187277,-0.002783875,1.589665174,2.692300081,3.000000000,0.000000000,0.000000000,1.514000000,-0.001367401,0.002606650,0.009437847,0.999951193
1499672012.512044191,-1.015561581,-1.873793960,0.222760826,-0.005187277,-0.002783875,1.589665174,2.892999887,4.000000000,0.000000000,0.000000000,1.514000000,-0.001367401,0.002606650,0.009437847,0.999951193
1499672012.528452635,-1.015579104,-1.873792768,0.222775429,-0.005215921,-0.002894802,1.589681029,2.483000040,1.000000000,0.000000000,0.000000000,1.514000000,-0.001422706,0.002621505,0.009445933,0.999950928
1499672012.544488907,-1.015573859,-1.873793840,0.222696856,-0.005280570,-0.002846812,1.589642882,2.253599882,2.000000000,0.000000000,0.000000000,1.514000000,-0.001422706,0.002621505,0.009445933,0.999950928
1499672012.561016560,-1.015573859,-1.873793840,0.222696856,-0.005280570,-0.002846812,1.589642882,2.662300110,3.000000000,0.000000000,0.000000000,1.514000000,-0.001398458,0.002653575,0.009426866,0.999951097
1499672012.577053785,-1.015606523,-1.873796463,0.222780675,-0.005252651,-0.002869351,1.589715242,2.892999887,4.000000000,0.000000000,0.000000000,1.514000000,-0.001409763,0.002639774,0.009463038,0.999950759
1499672012.592062712,-1.015606523,-1.873796463,0.222780675,-0.005252651,-0.002869351,1.589715242,2.436000109,1.000000000,0.000000000,0.000000000,1.514000000,-0.001409763,0.002639774,0.009463038,0.999950759
1499672012.607939005,-1.015606523,-1.873796463,0.222780675,-0.005252651,-0.002869351,1.589715242,2.254600048,2.000000000,0.000000000,0.000000000,1.514000000,-0.001409763,0.002639774,0.009463038,0.999950759
1499672012.624132633,-1.015606523,-1.873796463,0.222780675,-0.005252651,-0.002869351,1.589715242,2.653300047,3.000000000,0.000000000,0.000000000,1.514000000,-0.001409763,0.002639774,0.009463038,0.999950759
1499672012.640144110,-1.015606523,-1.873796463,0.222780675,-0.005252651,-0.002869351,1.589715242,2.890000105,4.000000000,0.000000000,0.000000000,1.514000000,-0.001409763,0.002639774,0.009463038,0.999950759
1499672012.656048536,-1.015578270,-1.873828173,0.222732365,-0.005315104,-0.002877366,1.589592814,2.448999882,1.000000000,0.000000000,0.000000000,1.514000000,-0.001413638,0.002670950,0.009401853,0.999951247
1499672012.671973705,-1.015577197,-1.873804450,0.222799823,-0.005149972,-0.002962546,1.589701772,2.251600027,2.000000000,0.000000000,0.000000000,1.514000000,-0.001456861,0.002588867,0.009456383,0.999950861
1499672012.688018322,-1.015577197,-1.873804450,0.222799823,-0.005149972,-0.002962546,1.589701772,2.686300039,3.000000000,0.000000000,0.000000000,1.514000000,-0.001456861,0.002588867,0.009456383,0.999950861
1499672012.704028606,-1.015579939,-1.873783350,0.222780645,-0.005143967,-0.002929385,1.589676142,2.895999908,4.000000000,0.000000000,0.000000000,1.514000000,-0.001440343,0.002585690,0.009443482,0.999951047
1499672012.720021009,-1.015579939,-1.873783350,0.222780645,-0.005143967,-0.002929385,1.589676142,2.484999895,1.000000000,0.000000000,0.000000000,1.514000000,-0.001440343,0.002585690,0.009443482,0.999951047
1499672012.735881567,-1.015579939,-1.873783350,0.222780645,-0.005143967,-0.002929385,1.589676142,2.253599882,2.000000000,0.000000000,0.000000000,1.514000000,-0.001440343,0.002585690,0.009443482,0.999951047
1499672012.752130032,-1.015558124,-1.873768568,0.222770676,-0.005151176,-0.002960991,1.589687586,2.694299936,3.000000000,0.000000000,0.000000000,1.514000000,-0.001456096,0.002589452,0.009449217,0.999950945
1499672012.768768072,-1.015602708,-1.873808980,0.222775728,-0.005275950,-0.002869057,1.589686394,2.908999920,4.000000000,0.000000000,0.000000000,1.514000000,-0.001409544,0.002651401,0.009448640,0.999950928
1499672012.783901453,-1.015602708,-1.873808980,0.222775728,-0.005275950,-0.002869057,1.589686394,2.453000069,1.000000000,0.000000000,0.000000000,1.514000000,-0.001409544,0.002651401,0.009448640,0.999950928
1499672012.800163031,-1.015569568,-1.873789191,0.222787291,-0.005283471,-0.002976262,1.589654684,2.256599903,2.000000000,0.000000000,0.000000000,1.514000000,-0.001463150,0.002655644,0.009432938,0.999950832
1499672012.815932989,-1.015569568,-1.873789191,0.222787291,-0.005283471,-0.002976262,1.589654684,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001463150,0.002655644,0.009432938,0.999950832
1499672012.831971645,-1.015569568,-1.873789191,0.222787291,-0.005283471,-0.002976262,1.589654684,2.891000032,4.000000000,0.000000000,0.000000000,1.514000000,-0.001463150,0.002655644,0.009432938,0.999950832
1499672012.849090099,-1.015585065,-1.873781323,0.222712457,-0.005303650,-0.002949366,1.589673281,2.473999977,1.000000000,0.000000000,0.000000000,1.514000000,-0.001449583,0.002665619,0.009442190,0.999950807
1499672012.865393400,-1.015585065,-1.873781323,0.222712457,-0.005303650,-0.002949366,1.589673281,2.242599964,2.000000000,0.000000000,0.000000000,1.514000000,-0.001449583,0.002665619,0.009442190,0.999950807
1499672012.879927158,-1.015567660,-1.873793244,0.222775474,-0.005150310,-0.002848258,1.589689612,2.657299995,3.000000000,0.000000000,0.000000000,1.514000000,-0.001399734,0.002588488,0.009450168,0.999951006
1499672012.897106647,-1.015586734,-1.873798251,0.222780630,-0.005181526,-0.003029475,1.589662075,2.936000109,4.000000000,0.000000000,0.000000000,1.514000000,-0.001490226,0.002604930,0.009436642,0.999951011
1499672012.912052393,-1.015586734,-1.873798251,0.222780630,-0.005181526,-0.003029475,1.589662075,2.459000111,1.000000000,0.000000000,0.000000000,1.514000000,-0.001490226,0.002604930,0.009436642,0.999951011
1499672012.928114176,-1.015583515,-1.873800516,0.222808138,-0.005064161,-0.003014351,1.589712381,2.260600090,2.000000000,0.000000000,0.000000000,1.514000000,-0.001483155,0.002546216,0.009461654,0.999950878
1499672012.945505857,-1.015558124,-1.873795509,0.222758010,-0.005192185,-0.002873577,1.589688301,2.694299936,3.000000000,0.000000000,0.000000000,1.514000000,-0.001412197,0.002609543,0.009449556,0.999950946
1499672012.960125208,-1.015558124,-1.873795509,0.222758010,-0.005192185,-0.002873577,1.589688301,2.901999950,4.000000000,0.000000000,0.000000000,1.514000000,-0.001412197,0.002609543,0.009449556,0.999950946
1499672012.975967407,-1.015558124,-1.873795509,0.222758010,-0.005192185,-0.002873577,1.589688301,2.482000113,1.000000000,0.000000000,0.000000000,1.514000000,-0.001412197,0.002609543,0.009449556,0.999950946
1499672012.992114305,-1.015558124,-1.873795509,0.222758010,-0.005192185,-0.002873577,1.589688301,2.213599920,2.000000000,0.000000000,0.000000000,1.514000000,-0.001412197,0.002609543,0.009449556,0.999950946
1499672013.008038282,-1.015558124,-1.873795509,0.222758010,-0.005192185,-0.002873577,1.589688301,2.654299974,3.000000000,0.000000000,0.000000000,1.514000000,-0.001412197,0.002609543,0.009449556,0.999950946
1499672013.023944378,-1.015605450,-1.873825192,0.222795606,-0.005240506,-0.002860423,1.589682817,2.901999950,4.000000000,0.000000000,0.000000000,1.514000000,-0.001405399,0.002633636,0.009446791,0.999950886
1499672013.039927721,-1.015605450,-1.873825192,0.222795606,-0.005240506,-0.002860423,1.589682817,2.443000078,1.000000000,0.000000000,0.000000000,1.514000000,-0.001405399,0.002633636,0.009446791,0.999950886
1499672013.055946589,-1.015576243,-1.873813629,0.222800657,-0.005297405,-0.003014903,1.589623809,2.250600100,2.000000000,0.000000000,0.000000000,1.514000000,-0.001482445,0.002662769,0.009417574,0.999951000
1499672013.072089672,-1.015576124,-1.873807430,0.222793475,-0.005166760,-0.002900712,1.589656830,2.691299915,3.000000000,0.000000000,0.000000000,1.514000000,-0.001425925,0.002596937,0.009433810,0.999951114
1499672013.088962793,-1.015576124,-1.873807430,0.222793475,-0.005166760,-0.002900712,1.589656830,2.891000032,4.000000000,0.000000000,0.000000000,1.514000000,-0.001425925,0.002596937,0.009433810,0.999951114
1499672013.103965998,-1.015576124,-1.873807430,0.222793475,-0.005166760,-0.002900712,1.589656830,2.486000061,1.000000000,0.000000000,0.000000000,1.514000000,-0.001425925,0.002596937,0.009433810,0.999951114
1499672013.120058298,-1.015571833,-1.873784781,0.222750515,-0.005176981,-0.002928281,1.589662433,2.255599976,2.000000000,0.000000000,0.000000000,1.514000000,-0.001439653,0.002602181,0.009436634,0.999951030
1499672013.136004686,-1.015571833,-1.873784781,0.222750515,-0.005176981,-0.002928281,1.589662433,2.702300072,3.000000000,0.000000000,0.000000000,1.514000000,-0.001439653,0.002602181,0.009436634,0.999951030
1499672013.152169943,-1.015590191,-1.873814344,0.222807676,-0.005218858,-0.002952396,1.589635730,2.898000002,4.000000000,0.000000000,0.000000000,1.514000000,-0.001451547,0.002623212,0.009423335,0.999951096
1499672013.167892933,-1.015590191,-1.873814344,0.222807676,-0.005218858,-0.002952396,1.589635730,2.448999882,1.000000000,0.000000000,0.000000000,1.514000000,-0.001451547,0.002623212,0.009423335,0.999951096
1499672013.183945894,-1.015590191,-1.873814344,0.222807676,-0.005218858,-0.002952396,1.589635730,2.257600069,2.000000000,0.000000000,0.000000000,1.514000000,-0.001451547,0.002623212,0.009423335,0.999951096
1499672013.200201750,-1.015581369,-1.873776793,0.222768977,-0.005113564,-0.002804071,1.589726448,2.693300009,3.000000000,0.000000000,0.000000000,1.514000000,-0.001377768,0.002569932,0.009468462,0.999950957
1499672013.216169834,-1.015581369,-1.873776793,0.222768977,-0.005113564,-0.002804071,1.589726448,2.905999899,4.000000000,0.000000000,0.000000000,1.514000000,-0.001377768,0.002569932,0.009468462,0.999950957
1499672013.231986523,-1.015581369,-1.873776793,0.222768977,-0.005113564,-0.002804071,1.589726448,2.450000048,1.000000000,0.000000000,0.000000000,1.514000000,-0.001377768,0.002569932,0.009468462,0.999950957
1499672013.248246908,-1.015559554,-1.873802423,0.222713038,-0.005163614,-0.002815236,1.589653730,2.222599983,2.000000000,0.000000000,0.000000000,1.514000000,-0.001383207,0.002594959,0.009432180,0.999951175
1499672013.264068842,-1.015559554,-1.873802423,0.222713038,-0.005163614,-0.002815236,1.589653730,2.689300060,3.000000000,0.000000000,0.000000000,1.514000000,-0.001383207,0.002594959,0.009432180,0.999951175
1499672013.279929399,-1.015589118,-1.873799205,0.222771332,-0.005258129,-0.002966246,1.589655995,2.894999981,4.000000000,0.000000000,0.000000000,1.514000000,-0.001458260,0.002642927,0.009433539,0.999950994
1499672013.295904398,-1.015589118,-1.873799205,0.222771332,-0.005258129,-0.002966246,1.589655995,2.440000057,1.000000000,0.000000000,0.000000000,1.514000000,-0.001458260,0.002642927,0.009433539,0.999950994
1499672013.312043667,-1.015589118,-1.873799205,0.222771332,-0.005258129,-0.002966246,1.589655995,2.254600048,2.000000000,0.000000000,0.000000000,1.514000000,-0.001458260,0.002642927,0.009433539,0.999950994
1499672013.328055382,-1.015563488,-1.873785496,0.222757652,-0.005177150,-0.002885761,1.589661121,2.687299967,3.000000000,0.000000000,0.000000000,1.514000000,-0.001418395,0.002602064,0.009435948,0.999951132
1499672013.344200134,-1.015563488,-1.873785496,0.222757652,-0.005177150,-0.002885761,1.589661121,2.890000105,4.000000000,0.000000000,0.000000000,1.514000000,-0.001418395,0.002602064,0.009435948,0.999951132
1499672013.359945059,-1.015563488,-1.873785496,0.222757652,-0.005177150,-0.002885761,1.589661121,2.447000027,1.000000000,0.000000000,0.000000000,1.514000000,-0.001418395,0.002602064,0.009435948,0.999951132
1499672013.375871181,-1.015595317,-1.873787761,0.222780764,-0.005249807,-0.002968345,1.589662313,2.252599955,2.000000000,0.000000000,0.000000000,1.514000000,-0.001459340,0.002638781,0.009436697,0.999950951
1499672013.392732143,-1.015562534,-1.873787999,0.222773239,-0.005116837,-0.003009857,1.589671016,2.698299885,3.000000000,0.000000000,0.000000000,1.514000000,-0.001459340,0.002638781,0.009436697,0.999950951
1499672013.408040762,-1.015562534,-1.873787999,0.222773239,-0.005116837,-0.003009857,1.589671016,2.897000074,4.000000000,0.000000000,0.000000000,1.514000000,-0.001480712,0.002572501,0.009440994,0.999951029
1499672013.424052238,-1.015562534,-1.873787999,0.222773239,-0.005116837,-0.003009857,1.589671016,2.490000010,1.000000000,0.000000000,0.000000000,1.514000000,-0.001480712,0.002572501,0.009440994,0.999951029
1499672013.440467596,-1.015562534,-1.873787999,0.222773239,-0.005116837,-0.003009857,1.589671016,2.217600107,2.000000000,0.000000000,0.000000000,1.514000000,-0.001480712,0.002572501,0.009440994,0.999951029
1499672013.456035852,-1.015572548,-1.873794913,0.222780272,-0.005155002,-0.002913779,1.589672327,2.700299978,3.000000000,0.000000000,0.000000000,1.514000000,-0.001432493,0.002591130,0.009441573,0.999951030
1499672013.472114325,-1.015572548,-1.873794913,0.222780272,-0.005155002,-0.002913779,1.589672327,2.927000046,4.000000000,0.000000000,0.000000000,1.514000000,-0.001432493,0.002591130,0.009441573,0.999951030
1499672013.487931728,-1.015572548,-1.873794913,0.222780272,-0.005155002,-0.002913779,1.589672327,2.447999954,1.000000000,0.000000000,0.000000000,1.514000000,-0.001432493,0.002591130,0.009441573,0.999951030
1499672013.504048824,-1.015588045,-1.873791456,0.222785652,-0.005255078,-0.002945270,1.589676619,2.214600086,2.000000000,0.000000000,0.000000000,1.514000000,-0.001447760,0.002641318,0.009443835,0.999950867
1499672013.519906044,-1.015584707,-1.873807311,0.222696364,-0.005331205,-0.002703578,1.589638829,2.683300018,3.000000000,0.000000000,0.000000000,1.514000000,-0.001326611,0.002678214,0.009424688,0.999951098
1499672013.536278725,-1.015584707,-1.873807311,0.222696364,-0.005331205,-0.002703578,1.589638829,2.894999981,4.000000000,0.000000000,0.000000000,1.514000000,-0.001326611,0.002678214,0.009424688,0.999951098
1499672013.552117348,-1.015584707,-1.873807311,0.222696364,-0.005331205,-0.002703578,1.589638829,2.470000029,1.000000000,0.000000000,0.000000000,1.514000000,-0.001326611,0.002678214,0.009424688,0.999951098
1499672013.567773342,-1.015573859,-1.873797536,0.222768202,-0.005191369,-0.002898568,1.589654922,2.253599882,2.000000000,0.000000000,0.000000000,1.514000000,-0.001424739,0.002609229,0.009432897,0.999951054
1499672013.583966017,-1.015573859,-1.873797536,0.222768202,-0.005191369,-0.002898568,1.589654922,2.659300089,3.000000000,0.000000000,0.000000000,1.514000000,-0.001424739,0.002609229,0.009432897,0.999951054
1499672013.600064516,-1.015565395,-1.873796225,0.222778440,-0.005112628,-0.002910591,1.589694738,2.887000084,4.000000000,0.000000000,0.000000000,1.514000000,-0.001431071,0.002569945,0.009452707,0.999950963
1499672013.616060734,-1.015565395,-1.873796225,0.222778440,-0.005112628,-0.002910591,1.589694738,2.441999912,1.000000000,0.000000000,0.000000000,1.514000000,-0.001431071,0.002569945,0.009452707,0.999950963
1499672013.632433414,-1.015583873,-1.873782516,0.222727403,-0.005264453,-0.002874198,1.589672685,2.214600086,2.000000000,0.000000000,0.000000000,1.514000000,-0.001412187,0.002645667,0.009441811,0.999950928
1499672013.647933483,-1.015569210,-1.873796821,0.222773388,-0.005167617,-0.002897031,1.589691520,2.691299915,3.000000000,0.000000000,0.000000000,1.514000000,-0.001424035,0.002597373,0.009451170,0.999950946
1499672013.663993597,-1.015569210,-1.873796821,0.222773388,-0.005167617,-0.002897031,1.589691520,2.894000053,4.000000000,0.000000000,0.000000000,1.514000000,-0.001424035,0.002597373,0.009451170,0.999950946
1499672013.680197477,-1.015569210,-1.873796821,0.222773388,-0.005167617,-0.002897031,1.589691520,2.473999977,1.000000000,0.000000000,0.000000000,1.514000000,-0.001424035,0.002597373,0.009451170,0.999950946
1499672013.695900440,-1.015596390,-1.873797297,0.222721860,-0.005301997,-0.002916052,1.589652181,2.248600006,2.000000000,0.000000000,0.000000000,1.514000000,-0.001432963,0.002664621,0.009431608,0.999950976
1499672013.712125301,-1.015596390,-1.873797297,0.222721860,-0.005301997,-0.002916052,1.589652181,2.694299936,3.000000000,0.000000000,0.000000000,1.514000000,-0.001432963,0.002664621,0.009431608,0.999950976
1499672013.728398323,-1.015573263,-1.873776555,0.222779468,-0.005266289,-0.002945194,1.589642763,2.923000097,4.000000000,0.000000000,0.000000000,1.514000000,-0.001447714,0.002646898,0.009426901,0.999951036
1499672013.744618416,-1.015573978,-1.873788953,0.222767338,-0.005117322,-0.003019885,1.589671969,2.444000006,1.000000000,0.000000000,0.000000000,1.514000000,-0.001485722,0.002572791,0.009441470,0.999950987
1499672013.759899855,-1.015573978,-1.873788953,0.222767338,-0.005117322,-0.003019885,1.589671969,2.251600027,2.000000000,0.000000000,0.000000000,1.514000000,-0.001485722,0.002572791,0.009441470,0.999950987
1499672013.775993347,-1.015573978,-1.873788953,0.222767338,-0.005117322,-0.003019885,1.589671969,2.695300102,3.000000000,0.000000000,0.000000000,1.514000000,-0.001485722,0.002572791,0.009441470,0.999950987
1499672013.793147087,-1.015572548,-1.873806119,0.222775519,-0.005197945,-0.002828270,1.589683652,2.904999971,4.000000000,0.000000000,0.000000000,1.514000000,-0.001485722,0.002572791,0.009441470,0.999950987
1499672013.808019400,-1.015572548,-1.873806119,0.222775519,-0.005197945,-0.002828270,1.589683652,2.484999895,1.000000000,0.000000000,0.000000000,1.514000000,-0.001389523,0.002612205,0.009447141,0.999950946
1499672013.824072599,-1.015574098,-1.873825192,0.222782537,-0.005254314,-0.002901555,1.589686394,2.253599882,2.000000000,0.000000000,0.000000000,1.514000000,-0.001425894,0.002640736,0.009448666,0.999950868
1499672013.840077639,-1.015574098,-1.873825192,0.222782537,-0.005254314,-0.002901555,1.589686394,2.689300060,3.000000000,0.000000000,0.000000000,1.514000000,-0.001425894,0.002640736,0.009448666,0.999950868
1499672013.855900049,-1.015585423,-1.873795152,0.222785041,-0.005196549,-0.002928100,1.589677572,2.927999973,4.000000000,0.000000000,0.000000000,1.514000000,-0.001439451,0.002611974,0.009444192,0.999950928
1499672013.872313499,-1.015585423,-1.873795152,0.222785041,-0.005196549,-0.002928100,1.589677572,2.467000008,1.000000000,0.000000000,0.000000000,1.514000000,-0.001439451,0.002611974,0.009444192,0.999950928
1499672013.887890100,-1.015585423,-1.873795152,0.222785041,-0.005196549,-0.002928100,1.589677572,2.242599964,2.000000000,0.000000000,0.000000000,1.514000000,-0.001439451,0.002611974,0.009444192,0.999950928
1499672013.904039621,-1.015571475,-1.873786569,0.222791523,-0.005167879,-0.003025888,1.589714646,2.695300102,3.000000000,0.000000000,0.000000000,1.514000000,-0.001488429,0.002598129,0.009462884,0.999950800
1499672013.919852495,-1.015571475,-1.873786569,0.222791523,-0.005167879,-0.003025888,1.589714646,2.936000109,4.000000000,0.000000000,0.000000000,1.514000000,-0.001488429,0.002598129,0.009462884,0.999950800
1499672013.936028719,-1.015571475,-1.873786569,0.222791523,-0.005167879,-0.003025888,1.589714646,2.482000113,1.000000000,0.000000000,0.000000000,1.514000000,-0.001488429,0.002598129,0.009462884,0.999950800
1499672013.951918602,-1.015571475,-1.873786569,0.222791523,-0.005167879,-0.003025888,1.589714646,2.260600090,2.000000000,0.000000000,0.000000000,1.514000000,-0.001488429,0.002598129,0.009462884,0.999950800
1499672013.969647169,-1.015599251,-1.873791575,0.222799897,-0.005205391,-0.002961572,1.589715242,2.698299885,3.000000000,0.000000000,0.000000000,1.514000000,-0.001456094,0.002616580,0.009463124,0.999950758
1499672013.983894348,-1.015599251,-1.873791575,0.222799897,-0.005205391,-0.002961572,1.589715242,2.900000095,4.000000000,0.000000000,0.000000000,1.514000000,-0.001456094,0.002616580,0.009463124,0.999950758
1499672013.999917746,-1.015582204,-1.873785138,0.222779572,-0.005181414,-0.003002010,1.589685798,2.446000099,1.000000000,0.000000000,0.000000000,1.514000000,-0.001476464,0.002604762,0.009448449,0.999950885
1499672014.016201019,-1.015582204,-1.873785138,0.222779572,-0.005181414,-0.003002010,1.589685798,2.260600090,2.000000000,0.000000000,0.000000000,1.514000000,-0.001476464,0.002604762,0.009448449,0.999950885
1499672014.031982183,-1.015574932,-1.873793721,0.222787663,-0.005146960,-0.002975024,1.589706659,2.729300022,3.000000000,0.000000000,0.000000000,1.514000000,-0.001463108,0.002587424,0.009458799,0.999950759
1499672014.048153400,-1.015574932,-1.873793721,0.222787663,-0.005146960,-0.002975024,1.589706659,2.894999981,4.000000000,0.000000000,0.000000000,1.514000000,-0.001463108,0.002587424,0.009458799,0.999950759
1499672014.064009905,-1.015574932,-1.873793721,0.222787663,-0.005146960,-0.002975024,1.589706659,2.447999954,1.000000000,0.000000000,0.000000000,1.514000000,-0.001463108,0.002587424,0.009458799,0.999950759
1499672014.079912663,-1.015543699,-1.873784661,0.222769365,-0.005077719,-0.002962923,1.589658022,2.258599997,2.000000000,0.000000000,0.000000000,1.514000000,-0.001457447,0.002552712,0.009434457,0.999951191
1499672014.096020937,-1.015582561,-1.873765826,0.222774670,-0.005152811,-0.002993396,1.589715958,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001472254,0.002590443,0.009463505,0.999950801
1499672014.112034798,-1.015582561,-1.873765826,0.222774670,-0.005152811,-0.002993396,1.589715958,2.898000002,4.000000000,0.000000000,0.000000000,1.514000000,-0.001472254,0.002590443,0.009463505,0.999950801
1499672014.127964735,-1.015558839,-1.873777151,0.222770140,-0.005171266,-0.003044388,1.589615822,2.446000099,1.000000000,0.000000000,0.000000000,1.514000000,-0.001497791,0.002599836,0.009413515,0.999951222
1499672014.144262791,-1.015558839,-1.873777151,0.222770140,-0.005171266,-0.003044388,1.589615822,2.213599920,2.000000000,0.000000000,0.000000000,1.514000000,-0.001497791,0.002599836,0.009413515,0.999951222
1499672014.160807371,-1.015558839,-1.873777151,0.222770140,-0.005171266,-0.003044388,1.589615822,2.690299988,3.000000000,0.000000000,0.000000000,1.514000000,-0.001497791,0.002599836,0.009413515,0.999951222
1499672014.175944805,-1.015575528,-1.873797894,0.222788066,-0.005232759,-0.002932095,1.589667439,2.931999922,4.000000000,0.000000000,0.000000000,1.514000000,-0.001441290,0.002630090,0.009439208,0.999950969
1499672014.192219019,-1.015575528,-1.873797894,0.222788066,-0.005232759,-0.002932095,1.589667439,2.486999989,1.000000000,0.000000000,0.000000000,1.514000000,-0.001441290,0.002630090,0.009439208,0.999950969
1499672014.208032846,-1.015575528,-1.873797894,0.222788066,-0.005232759,-0.002932095,1.589667439,2.215600014,2.000000000,0.000000000,0.000000000,1.514000000,-0.001441290,0.002630090,0.009439208,0.999950969
1499672014.223927736,-1.015575528,-1.873797894,0.222788066,-0.005232759,-0.002932095,1.589667439,2.687299967,3.000000000,0.000000000,0.000000000,1.514000000,-0.001441290,0.002630090,0.009439208,0.999950969
1499672014.240159988,-1.015575528,-1.873797894,0.222788066,-0.005232759,-0.002932095,1.589667439,2.903000116,4.000000000,0.000000000,0.000000000,1.514000000,-0.001441290,0.002630090,0.009439208,0.999950969
1499672014.255969524,-1.015589118,-1.873776793,0.222747803,-0.005190445,-0.002987760,1.589661717,2.453999996,1.000000000,0.000000000,0.000000000,1.514000000,-0.001469329,0.002609192,0.009436426,0.999951011
1499672014.272022247,-1.015584707,-1.873789787,0.222784087,-0.005163497,-0.002940661,1.589666843,2.253599882,2.000000000,0.000000000,0.000000000,1.514000000,-0.001445900,0.002595501,0.009438874,0.999951072
1499672014.287930965,-1.015584707,-1.873789787,0.222784087,-0.005163497,-0.002940661,1.589666843,2.690299988,3.000000000,0.000000000,0.000000000,1.514000000,-0.001445900,0.002595501,0.009438874,0.999951072
1499672014.303945303,-1.015583754,-1.873785734,0.222798869,-0.005198576,-0.002932621,1.589677930,2.897000074,4.000000000,0.000000000,0.000000000,1.514000000,-0.001441701,0.002613009,0.009444452,0.999950928
1499672014.320018768,-1.015557528,-1.873782396,0.222769707,-0.005167826,-0.002974797,1.589624405,2.459000111,1.000000000,0.000000000,0.000000000,1.514000000,-0.001463003,0.002597795,0.009417721,0.999951222
1499672014.335859776,-1.015557528,-1.873782396,0.222769707,-0.005167826,-0.002974797,1.589624405,2.256599903,2.000000000,0.000000000,0.000000000,1.514000000,-0.001463003,0.002597795,0.009417721,0.999951222
1499672014.352285385,-1.015579820,-1.873808146,0.222763613,-0.005229919,-0.002783877,1.589667082,2.686300039,3.000000000,0.000000000,0.000000000,1.514000000,-0.001367199,0.002627971,0.009438845,0.999951091
1499672014.368758917,-1.015577078,-1.873787522,0.222779930,-0.005110778,-0.002835577,1.589673519,2.900000095,4.000000000,0.000000000,0.000000000,1.514000000,-0.001393601,0.002568651,0.009442032,0.999951150
1499672014.383864641,-1.015577078,-1.873787522,0.222779930,-0.005110778,-0.002835577,1.589673519,2.454999924,1.000000000,0.000000000,0.000000000,1.514000000,-0.001393601,0.002568651,0.009442032,0.999951150
1499672014.400022745,-1.015577078,-1.873787522,0.222779930,-0.005110778,-0.002835577,1.589673519,2.211600065,2.000000000,0.000000000,0.000000000,1.514000000,-0.001393601,0.002568651,0.009442032,0.999951150
1499672014.415956736,-1.015577078,-1.873787522,0.222779930,-0.005110778,-0.002835577,1.589673519,2.696300030,3.000000000,0.000000000,0.000000000,1.514000000,-0.001393601,0.002568651,0.009442032,0.999951150
1499672014.432362556,-1.015562654,-1.873789549,0.222764537,-0.005066143,-0.002864699,1.589668512,2.895999908,4.000000000,0.000000000,0.000000000,1.514000000,-0.001408379,0.002546469,0.009439509,0.999951210
1499672014.447983265,-1.015562654,-1.873789549,0.222764537,-0.005066143,-0.002864699,1.589668512,2.446000099,1.000000000,0.000000000,0.000000000,1.514000000,-0.001408379,0.002546469,0.009439509,0.999951210
1499672014.463990688,-1.015562654,-1.873789549,0.222764537,-0.005066143,-0.002864699,1.589668512,2.224600077,2.000000000,0.000000000,0.000000000,1.514000000,-0.001408379,0.002546469,0.009439509,0.999951210
1499672014.480105639,-1.015586138,-1.873793840,0.222759768,-0.005257120,-0.002837619,1.589693904,2.695300102,3.000000000,0.000000000,0.000000000,1.514000000,-0.001393904,0.002641843,0.009452294,0.999950844
1499672014.495854616,-1.015589237,-1.873797894,0.222758681,-0.005197755,-0.002864544,1.589658976,2.895999908,4.000000000,0.000000000,0.000000000,1.514000000,-0.001407693,0.002612264,0.009434839,0.999951072
1499672014.512099266,-1.015589237,-1.873797894,0.222758681,-0.005197755,-0.002864544,1.589658976,2.438999891,1.000000000,0.000000000,0.000000000,1.514000000,-0.001407693,0.002612264,0.009434839,0.999951072
1499672014.527867556,-1.015597701,-1.873799562,0.222780958,-0.005190630,-0.002865594,1.589676976,2.252599955,2.000000000,0.000000000,0.000000000,1.514000000,-0.001408228,0.002608719,0.009443854,0.999950988
1499672014.543919563,-1.015593648,-1.873797655,0.222733766,-0.005217910,-0.002863404,1.589676976,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001407004,0.002622348,0.009443871,0.999950988
1499672014.560196400,-1.015593648,-1.873797655,0.222733766,-0.005217910,-0.002863404,1.589676976,2.894999981,4.000000000,0.000000000,0.000000000,1.514000000,-0.001407004,0.002622348,0.009443871,0.999950988
1499672014.577327967,-1.015593648,-1.873797655,0.222733766,-0.005217910,-0.002863404,1.589676976,2.480000019,1.000000000,0.000000000,0.000000000,1.514000000,-0.001407004,0.002622348,0.009443871,0.999950988
1499672014.592437506,-1.015593648,-1.873797655,0.222733766,-0.005217910,-0.002863404,1.589676976,2.213599920,2.000000000,0.000000000,0.000000000,1.514000000,-0.001407004,0.002622348,0.009443871,0.999950988
1499672014.607908249,-1.015555143,-1.873789191,0.222762764,-0.005176398,-0.002931128,1.589664221,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001441077,0.002601904,0.009437565,0.999951029
